Date,Hospital_ID,Hospital_Name,City,State,Disease_Type,Season,Patient_Count,ICU_Required,Beds_Required,Available_Beds,Oxygen_Cylinders_Required,Doctors_Required,Nurses_Required,Ventilators_Required,Medicine_1,Medicine_2,Medicine_3,Medicine_Units_Required,Occupancy_Rate,Emergency_Level
2024-06-09,1053,Crawford-Butler Hospital,Lake Natashahaven,Virginia,5,1,351,63,320,497,137,22,79,37,Ciprofloxacin,Azithromycin,ORS,1755,64.39,1
2024-06-10,1017,"Nelson, Guzman and Benson Hospital",Maryborough,Arkansas,5,2,147,18,132,492,56,15,23,8,Ciprofloxacin,Azithromycin,ORS,735,26.83,1
2024-06-11,1059,"Hurst, Robbins and Thornton Hospital",Morganburgh,Mississippi,2,1,435,87,303,260,118,42,93,26,Paracetamol,Azithromycin,Vitamin C,1740,116.54,0
2024-06-12,1041,Best Group Hospital,Maryton,Delaware,3,2,182,43,130,582,65,21,37,16,Chloroquine,Artemisinin,Primaquine,728,22.34,1
2024-06-13,1035,Kelley-Lester Hospital,Richardsmouth,Massachusetts,1,2,278,24,234,488,117,14,74,18,ORS,Platelets,Paracetamol,834,47.95,1
2024-06-14,1029,"Williams, Owens and Lopez Hospital",Bentleyside,Mississippi,1,1,434,100,354,287,210,23,113,77,ORS,Platelets,Paracetamol,868,123.34,0
2024-06-15,1022,"Burns, Barnett and Carter Hospital",Reedburgh,Minnesota,0,1,167,15,154,380,47,16,46,10,Remdesivir,Paracetamol,Oxygen Support,835,40.53,1
2024-06-16,1089,Dickerson-Crane Hospital,Williamsbury,Hawaii,4,2,499,90,401,445,177,43,123,47,Amoxicillin,Azithromycin,Cough Syrup,1996,90.11,0
2024-06-17,1028,"Jackson, Allen and Rhodes Hospital",Lake Nicholasfurt,North Carolina,0,2,130,27,80,487,53,13,19,9,Remdesivir,Paracetamol,Oxygen Support,650,16.43,1
2024-06-18,1026,"Adams, Johnson and Bell Hospital",Lauraland,New Hampshire,4,2,200,20,185,272,95,17,46,7,Amoxicillin,Azithromycin,Cough Syrup,800,68.01,2
2024-06-19,1063,"Wade, Petersen and Goodwin Hospital",East Rachelstad,Ohio,1,0,222,20,170,338,106,17,62,11,ORS,Platelets,Paracetamol,444,50.3,1
2024-06-20,1081,"Cook, Pope and Poole Hospital",Brandonmouth,Iowa,3,1,375,88,257,467,101,24,67,55,Chloroquine,Artemisinin,Primaquine,1500,55.03,1
2024-06-21,1047,Smith-Valdez Hospital,Caseyshire,South Carolina,2,2,415,49,270,404,160,34,97,29,Paracetamol,Azithromycin,Vitamin C,1660,66.83,2
2024-06-22,1077,"Costa, White and Miller Hospital",Navarrotown,Maryland,3,1,176,26,120,138,69,15,30,17,Chloroquine,Artemisinin,Primaquine,352,86.96,0
2024-06-23,1067,Nolan PLC Hospital,Lake Edwin,Utah,0,0,310,39,216,148,104,26,64,29,Remdesivir,Paracetamol,Oxygen Support,620,145.95,0
2024-06-24,1018,Johnson LLC Hospital,Espinozaburgh,California,0,1,94,9,59,120,46,4,26,7,Remdesivir,Paracetamol,Oxygen Support,376,49.17,1
2024-06-25,1029,Nelson Group Hospital,Kellychester,South Carolina,5,0,392,44,262,431,120,40,94,29,Ciprofloxacin,Azithromycin,ORS,1176,60.79,1
2024-06-26,1055,Sandoval-Barnes Hospital,Kennethside,New Jersey,1,2,418,41,348,234,86,39,113,25,ORS,Platelets,Paracetamol,1672,148.72,0
2024-06-27,1027,Gates PLC Hospital,West David,Missouri,5,2,214,36,159,482,55,13,57,15,Ciprofloxacin,Azithromycin,ORS,856,32.99,1
2024-06-28,1016,"Hernandez, Manning and Mcdonald Hospital",Lake Barbara,New Jersey,5,2,425,86,279,195,92,45,82,61,Ciprofloxacin,Azithromycin,ORS,2125,143.08,0
2024-06-29,1064,Lambert Ltd Hospital,Alyssaburgh,Louisiana,0,2,296,50,210,541,126,27,80,29,Remdesivir,Paracetamol,Oxygen Support,592,38.82,1
2024-06-30,1061,Hutchinson-Johnson Hospital,West Kelsey,New Hampshire,0,0,363,80,333,190,124,19,85,37,Remdesivir,Paracetamol,Oxygen Support,1815,175.26,0
2024-07-01,1031,"Sloan, Fox and Briggs Hospital",Michaelmouth,Arkansas,0,2,432,103,293,309,110,35,123,43,Remdesivir,Paracetamol,Oxygen Support,1728,94.82,0
2024-07-02,1044,"Ray, Pace and Stein Hospital",North Russell,Kansas,3,1,307,27,258,337,91,25,47,20,Chloroquine,Artemisinin,Primaquine,1535,76.56,2
2024-07-03,1082,"Massey, Hall and Mcdonald Hospital",Patriciabury,Rhode Island,3,0,305,46,206,544,82,25,52,24,Chloroquine,Artemisinin,Primaquine,610,37.87,1
2024-07-04,1061,Simpson-Schmidt Hospital,Lake Elaine,West Virginia,1,1,372,32,343,135,160,39,62,21,ORS,Platelets,Paracetamol,1116,254.07,0
2024-07-05,1000,Smith LLC Hospital,New Coryville,New Hampshire,0,2,330,70,265,255,161,16,76,35,Remdesivir,Paracetamol,Oxygen Support,1650,103.92,0
2024-07-06,1023,Wu-Morrow Hospital,New John,North Dakota,4,0,87,11,66,130,18,8,20,6,Amoxicillin,Azithromycin,Cough Syrup,435,50.77,1
2024-07-07,1079,"Shelton, Reed and Peters Hospital",Dominicton,Arizona,5,0,358,84,230,156,162,40,56,52,Ciprofloxacin,Azithromycin,ORS,1074,147.44,0
2024-07-08,1081,"Garcia, Nolan and Coleman Hospital",Grahamstad,Illinois,3,2,55,9,35,592,27,3,16,4,Chloroquine,Artemisinin,Primaquine,275,5.91,1
2024-07-09,1020,Morgan and Sons Hospital,East Brittanybury,Indiana,3,0,281,50,207,401,114,27,60,36,Chloroquine,Artemisinin,Primaquine,562,51.62,1
2024-07-10,1064,Hooper-Craig Hospital,Davisport,Nebraska,2,2,122,21,73,565,52,6,27,15,Paracetamol,Azithromycin,Vitamin C,244,12.92,1
2024-07-11,1045,Castillo Inc Hospital,East Roberttown,Michigan,5,2,309,26,266,566,70,20,50,17,Ciprofloxacin,Azithromycin,ORS,1236,47.0,1
2024-07-12,1075,Watson Group Hospital,Port Melissa,Wisconsin,4,2,464,58,314,268,151,36,116,19,Amoxicillin,Azithromycin,Cough Syrup,1392,117.16,0
2024-07-13,1078,"Lee, Adams and Smith Hospital",Christianmouth,Alabama,2,2,123,17,90,381,34,8,28,12,Paracetamol,Azithromycin,Vitamin C,246,23.62,1
2024-07-14,1030,Holloway Inc Hospital,East Heather,Hawaii,4,1,374,39,265,184,159,43,58,20,Amoxicillin,Azithromycin,Cough Syrup,1870,144.02,0
2024-07-15,1091,"Guzman, Macdonald and Chaney Hospital",Oconnorland,Arkansas,5,1,286,39,238,428,62,33,73,30,Ciprofloxacin,Azithromycin,ORS,858,55.61,1
2024-07-16,1062,Robinson-Diaz Hospital,Stephanieborough,North Carolina,1,1,97,20,68,260,22,10,25,13,ORS,Platelets,Paracetamol,388,26.15,1
2024-07-17,1035,"Brown, Savage and Murphy Hospital",Shortmouth,Oklahoma,0,1,252,25,156,421,54,27,67,10,Remdesivir,Paracetamol,Oxygen Support,756,37.05,1
2024-07-18,1008,"Brown, Preston and Wyatt Hospital",Cooperfort,Massachusetts,5,0,489,99,324,200,223,36,115,44,Ciprofloxacin,Azithromycin,ORS,1956,162.0,0
2024-07-19,1053,Robertson-Lopez Hospital,New David,Maine,5,1,117,19,102,586,38,10,31,9,Ciprofloxacin,Azithromycin,ORS,351,17.41,1
2024-07-20,1001,Nicholson Inc Hospital,Virginialand,Ohio,5,1,486,40,321,386,136,35,74,12,Ciprofloxacin,Azithromycin,ORS,1944,83.16,2
2024-07-21,1062,Webster-Wade Hospital,Johnport,Louisiana,0,0,488,118,313,182,199,40,124,57,Remdesivir,Paracetamol,Oxygen Support,976,171.98,0
2024-07-22,1062,Adams PLC Hospital,Simpsonborough,Nebraska,2,0,285,36,267,457,130,25,57,11,Paracetamol,Azithromycin,Vitamin C,570,58.42,1
2024-07-23,1036,"Cox, Decker and Williams Hospital",North Olivia,Florida,5,2,398,40,304,235,197,40,66,24,Ciprofloxacin,Azithromycin,ORS,1990,129.36,0
2024-07-24,1000,"Smith, Nguyen and Barrera Hospital",South George,Maryland,0,1,100,24,89,149,35,9,22,10,Remdesivir,Paracetamol,Oxygen Support,500,59.73,1
2024-07-25,1010,Cervantes-Bell Hospital,West Marcusbury,Nevada,4,0,338,59,214,100,78,27,78,26,Amoxicillin,Azithromycin,Cough Syrup,1014,214.0,0
2024-07-26,1081,"Park, Cole and Ruiz Hospital",Michaelburgh,Utah,3,0,401,65,246,193,171,47,116,35,Chloroquine,Artemisinin,Primaquine,802,127.46,0
2024-07-27,1006,"Price, Smith and Walker Hospital",Drakeborough,Kentucky,5,2,191,36,162,127,61,17,40,26,Ciprofloxacin,Azithromycin,ORS,764,127.56,0
2024-07-28,1052,Walker-Zhang Hospital,Port Gabriella,Massachusetts,2,0,312,65,187,245,146,18,73,19,Paracetamol,Azithromycin,Vitamin C,624,76.33,2
2024-07-29,1021,Kerr-Mejia Hospital,North Virginiamouth,California,0,0,102,17,95,438,27,9,19,10,Remdesivir,Paracetamol,Oxygen Support,510,21.69,1
2024-07-30,1082,Cooper-Schwartz Hospital,Port Curtis,West Virginia,4,1,470,47,283,292,106,50,70,25,Amoxicillin,Azithromycin,Cough Syrup,2350,96.92,0
2024-07-31,1088,Leon-Miles Hospital,Hayesfort,Oregon,4,2,317,48,243,202,67,30,47,20,Amoxicillin,Azithromycin,Cough Syrup,951,120.3,0
2024-08-01,1027,"Myers, Dyer and Rodriguez Hospital",New Kenneth,Nevada,1,0,389,42,283,124,151,41,108,20,ORS,Platelets,Paracetamol,1945,228.23,0
2024-08-02,1042,Davis-Taylor Hospital,Heatherchester,Connecticut,5,2,176,33,132,362,37,16,47,22,Ciprofloxacin,Azithromycin,ORS,704,36.46,1
2024-08-03,1002,Joseph-Lewis Hospital,West Randall,Nebraska,3,2,371,62,295,360,173,32,100,27,Chloroquine,Artemisinin,Primaquine,742,81.94,2
2024-08-04,1095,King PLC Hospital,Crawfordborough,Tennessee,1,1,215,42,151,225,63,19,39,21,ORS,Platelets,Paracetamol,645,67.11,2
2024-08-05,1035,Hernandez PLC Hospital,Port Keithton,Montana,2,2,412,33,365,347,139,49,65,20,Paracetamol,Azithromycin,Vitamin C,2060,105.19,0
2024-08-06,1091,"Rojas, Mercado and Coleman Hospital",Leroyburgh,Illinois,0,2,85,11,57,173,26,4,21,6,Remdesivir,Paracetamol,Oxygen Support,340,32.95,1
2024-08-07,1092,"Conley, Bruce and Moreno Hospital",Esteston,Illinois,3,0,139,28,84,471,41,9,33,9,Chloroquine,Artemisinin,Primaquine,417,17.83,1
2024-08-08,1089,Steele-Brooks Hospital,Sanchezberg,Washington,2,1,361,69,329,551,88,31,59,23,Paracetamol,Azithromycin,Vitamin C,722,59.71,1
2024-08-09,1019,Hunter-Butler Hospital,North Christyfurt,Montana,3,0,415,97,319,236,170,43,112,64,Chloroquine,Artemisinin,Primaquine,830,135.17,0
2024-08-10,1016,"Escobar, Stewart and Oneal Hospital",Christineborough,South Carolina,0,2,86,18,65,531,27,6,24,12,Remdesivir,Paracetamol,Oxygen Support,258,12.24,1
2024-08-11,1021,Jones-Ward Hospital,South Abigailshire,Kentucky,3,0,437,42,368,224,179,33,97,26,Chloroquine,Artemisinin,Primaquine,1311,164.29,0
2024-08-12,1076,"Jones, Barnes and Ramirez Hospital",New Ronaldville,New Jersey,5,1,326,35,269,313,98,37,76,16,Ciprofloxacin,Azithromycin,ORS,1304,85.94,0
2024-08-13,1048,Conley-Edwards Hospital,Linmouth,New Hampshire,4,0,208,28,131,165,93,19,44,8,Amoxicillin,Azithromycin,Cough Syrup,832,79.39,2
2024-08-14,1075,Osborne-Simpson Hospital,West Madisonborough,Wisconsin,3,1,106,24,79,212,40,10,17,11,Chloroquine,Artemisinin,Primaquine,212,37.26,1
2024-08-15,1100,Hammond Ltd Hospital,Nicholasfurt,Rhode Island,0,2,359,35,326,497,156,22,83,21,Remdesivir,Paracetamol,Oxygen Support,1795,65.59,2
2024-08-16,1088,Richardson-Brown Hospital,Hooperland,Maine,5,1,332,56,260,210,84,27,54,28,Ciprofloxacin,Azithromycin,ORS,664,123.81,0
2024-08-17,1056,"Garcia, Cruz and Gonzalez Hospital",South Alecfurt,Missouri,1,2,195,35,168,450,47,12,57,27,ORS,Platelets,Paracetamol,780,37.33,1
2024-08-18,1015,Franklin and Sons Hospital,Ashleyport,South Dakota,0,0,302,67,194,229,92,31,45,34,Remdesivir,Paracetamol,Oxygen Support,1510,84.72,2
2024-08-19,1098,Brown and Sons Hospital,Rogerburgh,Rhode Island,2,1,270,27,219,197,59,18,55,20,Paracetamol,Azithromycin,Vitamin C,1080,111.17,0
2024-08-20,1089,"Johnston, Brown and Smith Hospital",Rodgersport,Michigan,0,0,72,10,56,586,33,4,16,6,Remdesivir,Paracetamol,Oxygen Support,144,9.56,1
2024-08-21,1025,Stanley-Parker Hospital,Port Kevin,Iowa,2,1,325,54,242,158,114,26,58,33,Paracetamol,Azithromycin,Vitamin C,1625,153.16,0
2024-08-22,1096,"Perez, Dominguez and Smith Hospital",West Stacey,Illinois,0,1,414,36,361,147,127,45,65,21,Remdesivir,Paracetamol,Oxygen Support,828,245.58,0
2024-08-23,1041,"Mcknight, Thompson and Oconnor Hospital",West Carrie,Utah,0,1,354,46,249,242,118,28,57,33,Remdesivir,Paracetamol,Oxygen Support,1062,102.89,0
2024-08-24,1033,"Jones, Greer and Wagner Hospital",Port Kathrynfort,Wisconsin,1,2,417,69,354,270,99,25,74,26,ORS,Platelets,Paracetamol,834,131.11,0
2024-08-25,1078,"Floyd, Lee and Russell Hospital",West Angelamouth,Ohio,1,1,124,10,109,185,36,9,35,5,ORS,Platelets,Paracetamol,620,58.92,1
2024-08-26,1060,"Graham, Little and Weiss Hospital",East Juan,Michigan,2,2,320,65,278,379,141,19,87,47,Paracetamol,Azithromycin,Vitamin C,640,73.35,2
2024-08-27,1001,Miles Inc Hospital,North Douglasberg,Texas,5,0,420,83,341,526,85,24,75,35,Ciprofloxacin,Azithromycin,ORS,2100,64.83,1
2024-08-28,1004,Sims Ltd Hospital,Melissaton,Colorado,5,1,61,8,47,119,18,5,16,6,Ciprofloxacin,Azithromycin,ORS,305,39.5,1
2024-08-29,1081,"Miller, Griffith and Gates Hospital",West Mary,Arkansas,1,0,285,35,197,471,70,30,64,25,ORS,Platelets,Paracetamol,855,41.83,1
2024-08-30,1001,Wilson-Kramer Hospital,Port Daniel,Colorado,3,1,287,63,204,335,122,26,69,20,Chloroquine,Artemisinin,Primaquine,574,60.9,1
2024-08-31,1053,"Fry, Meyer and Harmon Hospital",Colemanside,Connecticut,5,0,392,38,309,491,151,24,69,12,Ciprofloxacin,Azithromycin,ORS,1960,62.93,1
2024-09-01,1012,"Hogan, Nelson and Smith Hospital",Colontown,California,3,1,111,26,104,541,39,7,28,16,Chloroquine,Artemisinin,Primaquine,333,19.22,1
2024-09-02,1099,"Hansen, Arroyo and Morrison Hospital",South Michellemouth,North Dakota,2,0,69,5,44,519,26,7,16,2,Paracetamol,Azithromycin,Vitamin C,138,8.48,1
2024-09-03,1063,Miller LLC Hospital,Weeksport,Nevada,4,1,316,35,279,337,78,36,89,13,Amoxicillin,Azithromycin,Cough Syrup,1264,82.79,2
2024-09-04,1077,Ellis Group Hospital,Alexanderland,Mississippi,1,2,427,63,318,454,116,39,92,42,ORS,Platelets,Paracetamol,1708,70.04,2
2024-09-05,1079,"Kaiser, Pruitt and Callahan Hospital",New Rhondahaven,Minnesota,2,1,121,10,76,400,42,8,25,6,Paracetamol,Azithromycin,Vitamin C,484,19.0,1
2024-09-06,1090,"Davis, Baker and Powers Hospital",Lake Tracybury,Kentucky,4,1,311,76,263,275,92,25,90,52,Amoxicillin,Azithromycin,Cough Syrup,622,95.64,0
2024-09-07,1019,Nolan-Carroll Hospital,East Christopher,Maine,2,1,366,91,328,192,88,29,107,31,Paracetamol,Azithromycin,Vitamin C,732,170.83,0
2024-09-08,1080,"Taylor, Reyes and Hamilton Hospital",Vazqueztown,Montana,2,0,177,15,118,382,41,11,29,11,Paracetamol,Azithromycin,Vitamin C,885,30.89,1
2024-09-09,1058,"Sanders, Bowman and Gould Hospital",Lake Johnbury,Mississippi,4,2,282,57,178,354,82,27,54,29,Amoxicillin,Azithromycin,Cough Syrup,564,50.28,1
2024-09-10,1014,Young-Moore Hospital,Washingtonside,Alaska,2,2,486,40,423,388,214,58,129,30,Paracetamol,Azithromycin,Vitamin C,2430,109.02,0
2024-09-11,1092,Gamble-Barton Hospital,Michaelhaven,Florida,3,1,492,121,378,443,192,56,99,54,Chloroquine,Artemisinin,Primaquine,1968,85.33,0
2024-09-12,1081,"Andrews, Morton and Lopez Hospital",East Zacharytown,Minnesota,5,2,189,40,125,459,43,9,56,18,Ciprofloxacin,Azithromycin,ORS,945,27.23,1
2024-09-13,1098,"Mccoy, Gonzales and Hardy Hospital",Stephanieport,Vermont,3,2,52,9,31,107,16,5,11,5,Chloroquine,Artemisinin,Primaquine,260,28.97,1
2024-09-14,1021,Hernandez-Santiago Hospital,Tateshire,Tennessee,4,0,234,45,215,389,102,21,69,30,Amoxicillin,Azithromycin,Cough Syrup,936,55.27,1
2024-09-15,1095,Smith Ltd Hospital,Michaelbury,Michigan,1,2,146,27,92,452,53,12,23,14,ORS,Platelets,Paracetamol,730,20.35,1
2024-09-16,1070,"Cobb, Guerra and Stanley Hospital",South Maryberg,Delaware,0,1,181,21,145,245,74,19,42,8,Remdesivir,Paracetamol,Oxygen Support,724,59.18,1
2024-09-17,1005,"Peterson, Bryant and Salazar Hospital",Ramosbury,Kansas,0,1,469,56,385,321,137,52,136,41,Remdesivir,Paracetamol,Oxygen Support,2345,119.94,0
2024-09-18,1042,"Adams, Holmes and Wilson Hospital",Barronchester,Maine,4,2,151,36,127,251,44,14,29,16,Amoxicillin,Azithromycin,Cough Syrup,453,50.6,1
2024-09-19,1027,Douglas PLC Hospital,South Garyburgh,Louisiana,4,1,90,10,70,460,25,6,22,4,Amoxicillin,Azithromycin,Cough Syrup,180,15.22,1
2024-09-20,1027,"Henson, Pham and Bean Hospital",Parkermouth,Georgia,3,1,70,15,52,491,16,7,12,6,Chloroquine,Artemisinin,Primaquine,210,10.59,1
2024-09-21,1073,Morrow-Watson Hospital,Lake Heidi,Maine,5,2,470,50,283,186,220,52,78,38,Ciprofloxacin,Azithromycin,ORS,1880,152.15,0
2024-09-22,1065,Martinez PLC Hospital,Robinsonchester,Alaska,0,2,321,38,279,522,89,24,54,18,Remdesivir,Paracetamol,Oxygen Support,642,53.45,1
2024-09-23,1006,Jackson-Evans Hospital,Port Melissaland,Tennessee,1,2,217,33,194,414,44,14,44,9,ORS,Platelets,Paracetamol,1085,46.86,1
2024-09-24,1015,Tucker-Allen Hospital,Bryanport,Hawaii,3,0,79,12,52,471,16,7,12,7,Chloroquine,Artemisinin,Primaquine,158,11.04,1
2024-09-25,1001,"Russo, Hanson and Griffith Hospital",East Laurie,Alaska,4,2,242,47,159,194,70,27,65,37,Amoxicillin,Azithromycin,Cough Syrup,726,81.96,2
2024-09-26,1091,"Bradford, Jennings and Guzman Hospital",South Rachelview,Maine,4,2,487,69,354,192,154,30,134,21,Amoxicillin,Azithromycin,Cough Syrup,1461,184.38,0
2024-09-27,1042,Wells PLC Hospital,South Annamouth,Texas,2,1,123,28,82,537,30,13,25,22,Paracetamol,Azithromycin,Vitamin C,246,15.27,1
2024-09-28,1067,Ingram-Ingram Hospital,Holmesland,Kentucky,1,2,380,64,300,290,95,19,83,39,ORS,Platelets,Paracetamol,760,103.45,0
2024-09-29,1038,Allen-Rivers Hospital,South Michaelland,Maine,1,2,442,70,345,132,188,29,95,29,ORS,Platelets,Paracetamol,884,261.36,0
2024-09-30,1007,Anderson-Aguilar Hospital,Ryantown,Hawaii,3,2,185,28,172,495,61,18,32,16,Chloroquine,Artemisinin,Primaquine,555,34.75,1
2024-10-01,1029,Adams Inc Hospital,Ashleyland,Colorado,5,2,222,52,139,518,104,24,62,18,Ciprofloxacin,Azithromycin,ORS,1110,26.83,1
2024-10-02,1090,Johnson-Jimenez Hospital,Murrayshire,Nevada,2,2,268,57,203,513,68,23,42,34,Paracetamol,Azithromycin,Vitamin C,1340,39.57,1
2024-10-03,1003,Cox-Walker Hospital,Mitchellfurt,New Jersey,0,0,465,61,331,199,152,40,79,24,Remdesivir,Paracetamol,Oxygen Support,2325,166.33,0
2024-10-04,1027,Parker-Figueroa Hospital,North Paul,Colorado,2,0,143,33,130,122,67,15,26,25,Paracetamol,Azithromycin,Vitamin C,286,106.56,0
2024-10-05,1049,Brown-White Hospital,West Benjamin,Texas,1,2,322,35,287,569,98,33,73,24,ORS,Platelets,Paracetamol,1288,50.44,1
2024-10-06,1038,Smith-Carroll Hospital,Port Sarahchester,Nebraska,1,1,76,10,55,346,21,6,19,7,ORS,Platelets,Paracetamol,152,15.9,1
2024-10-07,1025,Porter Group Hospital,Port Samantha,Delaware,1,1,184,40,115,268,74,11,33,12,ORS,Platelets,Paracetamol,368,42.91,1
2024-10-08,1071,Holt and Sons Hospital,South Amymouth,Wyoming,3,1,205,31,165,266,60,10,50,10,Chloroquine,Artemisinin,Primaquine,410,62.03,1
2024-10-09,1043,Johnson-Fields Hospital,East Ronald,Vermont,3,2,157,21,134,393,60,13,44,15,Chloroquine,Artemisinin,Primaquine,314,34.1,1
2024-10-10,1024,Wright LLC Hospital,Kelleyland,New York,0,0,177,29,144,454,47,9,32,20,Remdesivir,Paracetamol,Oxygen Support,885,31.72,1
2024-10-11,1079,Schaefer LLC Hospital,Courtneytown,Wisconsin,0,1,459,73,289,552,165,46,96,26,Remdesivir,Paracetamol,Oxygen Support,1836,52.36,1
2024-10-12,1016,"Wheeler, Cross and Bernard Hospital",Garciachester,New Hampshire,2,0,129,18,95,494,48,14,19,11,Paracetamol,Azithromycin,Vitamin C,387,19.23,1
2024-10-13,1001,Jones-Robbins Hospital,South Thomas,Illinois,0,1,245,60,173,208,94,25,52,19,Remdesivir,Paracetamol,Oxygen Support,1225,83.17,2
2024-10-14,1057,Rodriguez and Sons Hospital,Wilsonburgh,Oklahoma,1,0,321,64,265,346,155,20,51,27,ORS,Platelets,Paracetamol,1284,76.59,2
2024-10-15,1097,Miller-Sutton Hospital,Arroyoborough,Massachusetts,5,2,391,54,246,522,94,35,87,23,Ciprofloxacin,Azithromycin,ORS,782,47.13,1
2024-10-16,1077,Horne Group Hospital,West Grantmouth,Oklahoma,4,1,143,22,133,509,30,13,29,14,Amoxicillin,Azithromycin,Cough Syrup,715,26.13,1
2024-10-17,1021,Cox PLC Hospital,Huertatown,North Dakota,1,2,205,45,159,495,59,14,43,24,ORS,Platelets,Paracetamol,410,32.12,1
2024-10-18,1009,Wallace Inc Hospital,North Javier,Utah,5,1,325,30,303,123,126,22,75,13,Ciprofloxacin,Azithromycin,ORS,1300,246.34,0
2024-10-19,1054,Phillips Inc Hospital,Martinbury,North Dakota,4,2,282,28,175,199,113,23,60,14,Amoxicillin,Azithromycin,Cough Syrup,846,87.94,0
2024-10-20,1025,Kirby-Reynolds Hospital,East Nicholas,Vermont,0,1,343,52,228,299,102,23,74,32,Remdesivir,Paracetamol,Oxygen Support,1372,76.25,2
2024-10-21,1098,Jordan-Snyder Hospital,Meganmouth,Illinois,0,0,246,52,168,587,98,19,44,38,Remdesivir,Paracetamol,Oxygen Support,492,28.62,1
2024-10-22,1073,"Cole, Cook and Carey Hospital",Martinezland,Oregon,1,2,152,24,92,189,73,18,28,7,ORS,Platelets,Paracetamol,456,48.68,1
2024-10-23,1032,Hernandez-Stephens Hospital,Jenniferborough,Hawaii,4,1,296,35,207,553,96,15,44,10,Amoxicillin,Azithromycin,Cough Syrup,888,37.43,1
2024-10-24,1091,"Rogers, Lamb and Ramirez Hospital",West Rebeccashire,Ohio,5,2,178,20,135,532,59,18,27,7,Ciprofloxacin,Azithromycin,ORS,712,25.38,1
2024-10-25,1063,Hubbard and Sons Hospital,South Michaelport,Michigan,2,2,374,87,225,339,76,38,56,38,Paracetamol,Azithromycin,Vitamin C,1122,66.37,2
2024-10-26,1055,Barrera-Keith Hospital,Perkinshaven,California,2,2,347,53,229,328,161,29,67,31,Paracetamol,Azithromycin,Vitamin C,694,69.82,2
2024-10-27,1056,Mclaughlin and Sons Hospital,Nealland,South Dakota,3,0,275,52,218,480,77,15,60,29,Chloroquine,Artemisinin,Primaquine,1100,45.42,1
2024-10-28,1044,Walsh-Garner Hospital,Lake Jessicaside,California,0,2,414,82,250,294,110,42,91,42,Remdesivir,Paracetamol,Oxygen Support,828,85.03,0
2024-10-29,1095,Barr and Sons Hospital,Anthonyshire,Colorado,3,0,318,62,264,503,141,19,54,36,Chloroquine,Artemisinin,Primaquine,636,52.49,1
2024-10-30,1047,"Hunter, Davis and Bowers Hospital",Port Vanessa,Maine,3,1,199,33,178,275,50,19,45,11,Chloroquine,Artemisinin,Primaquine,796,64.73,1
2024-10-31,1061,Holder-Williams Hospital,East Yvonneview,South Carolina,0,1,395,85,290,302,119,27,77,66,Remdesivir,Paracetamol,Oxygen Support,1185,96.03,0
2024-11-01,1042,Hernandez Ltd Hospital,South Karen,Alaska,1,0,184,40,158,346,66,10,44,13,ORS,Platelets,Paracetamol,920,45.66,1
2024-11-02,1047,Ward-Mccarthy Hospital,South Matthewshire,Mississippi,4,2,371,54,261,265,156,24,79,22,Amoxicillin,Azithromycin,Cough Syrup,1484,98.49,0
2024-11-03,1085,Bell-Anderson Hospital,Jeffersonbury,Georgia,5,1,402,78,275,260,167,24,101,36,Ciprofloxacin,Azithromycin,ORS,804,105.77,0
2024-11-04,1006,"Olsen, Brewer and Higgins Hospital",Stevenshire,Kansas,3,1,331,74,278,440,90,38,78,36,Chloroquine,Artemisinin,Primaquine,993,63.18,1
2024-11-05,1088,Peters-Hunt Hospital,Rodriguezmouth,West Virginia,1,1,288,27,254,343,107,34,50,13,ORS,Platelets,Paracetamol,1440,74.05,2
2024-11-06,1027,Collins-Leblanc Hospital,North Christinemouth,Utah,2,1,239,30,170,332,77,24,45,13,Paracetamol,Azithromycin,Vitamin C,478,51.2,1
2024-11-07,1030,"Gomez, Kline and Curtis Hospital",Tiffanyfort,Idaho,5,2,266,26,252,436,125,29,57,9,Ciprofloxacin,Azithromycin,ORS,1330,57.8,1
2024-11-08,1071,Figueroa Group Hospital,Jamesside,North Carolina,4,1,300,40,190,297,144,26,47,24,Amoxicillin,Azithromycin,Cough Syrup,1500,63.97,1
